vector_id,step,method,log_score
0,0,gradient_ascent,-214.02386474609375
0,1,gradient_ascent,-1.601854920387268
0,2,gradient_ascent,-117.87035369873047
0,3,gradient_ascent,-116.11775970458984
0,4,gradient_ascent,-36.246009826660156
0,5,gradient_ascent,-0.04701411724090576
0,6,gradient_ascent,-30.365293502807617
0,7,gradient_ascent,-64.6190414428711
0,8,gradient_ascent,-56.3199462890625
0,9,gradient_ascent,-22.435117721557617
0,10,gradient_ascent,-0.7822567820549011
0,11,gradient_ascent,-8.011241912841797
0,12,gradient_ascent,-28.18918800354004
0,13,gradient_ascent,-35.40718460083008
0,14,gradient_ascent,-23.204530715942383
0,15,gradient_ascent,-5.987185955047607
0,16,gradient_ascent,-0.148826465010643
0,17,gradient_ascent,-8.096158981323242
0,18,gradient_ascent,-18.075698852539062
0,19,gradient_ascent,-18.47624969482422
0,20,gradient_ascent,-9.68819808959961
0,21,gradient_ascent,-1.3149513006210327
0,22,gradient_ascent,-0.9484957456588745
0,23,gradient_ascent,-6.8539838790893555
0,24,gradient_ascent,-11.124610900878906
0,25,gradient_ascent,-8.961292266845703
0,26,gradient_ascent,-3.199052333831787
0,27,gradient_ascent,-0.023250479251146317
0,28,gradient_ascent,-1.9177026748657227
0,29,gradient_ascent,-5.5482330322265625
0,30,gradient_ascent,-6.258547782897949
0,31,gradient_ascent,-3.411226272583008
0,32,gradient_ascent,-0.44135400652885437
0,33,gradient_ascent,-0.39246776700019836
0,34,gradient_ascent,-2.5537002086639404
0,35,gradient_ascent,-3.8255231380462646
0,36,gradient_ascent,-2.6618926525115967
0,37,gradient_ascent,-0.6230711936950684
0,38,gradient_ascent,-0.05994412675499916
0,39,gradient_ascent,-1.2148017883300781
0,40,gradient_ascent,-2.2492446899414062
0,41,gradient_ascent,-1.7846882343292236
0,42,gradient_ascent,-0.5105599164962769
0,43,gradient_ascent,-0.011239830404520035
0,44,gradient_ascent,-0.662861704826355
0,45,gradient_ascent,-1.3478219509124756
0,46,gradient_ascent,-1.0992883443832397
0,47,gradient_ascent,-0.30952611565589905
0,48,gradient_ascent,-0.009974533692002296
0,49,gradient_ascent,-0.43354275822639465
0,0,ess,-0.10291314125061035
0,1,ess,-0.2549682855606079
0,2,ess,-0.05778956040740013
0,3,ess,-0.3047061562538147
0,4,ess,-0.6614214181900024
0,5,ess,-0.12454751878976822
0,6,ess,-0.2725590169429779
0,7,ess,-0.014181765727698803
0,8,ess,-0.007669874466955662
0,9,ess,-1.9039502143859863
0,10,ess,-1.2457565069198608
0,11,ess,-0.17490839958190918
0,12,ess,-0.10565773397684097
0,13,ess,-0.05320555716753006
0,14,ess,-1.6599713563919067
0,15,ess,-2.8678276538848877
0,16,ess,-0.4983193278312683
0,17,ess,-0.008517958223819733
0,18,ess,-0.6198775172233582
0,19,ess,-0.506658673286438
0,20,ess,-0.31009939312934875
0,21,ess,-0.18153013288974762
0,22,ess,-0.7923026084899902
0,23,ess,-1.077178955078125
0,24,ess,-0.14104874432086945
0,25,ess,-1.6176233291625977
0,26,ess,-0.3571109175682068
0,27,ess,-0.6753242611885071
0,28,ess,-0.729237973690033
0,29,ess,-0.057995159178972244
0,30,ess,-0.18213525414466858
0,31,ess,-0.2321643978357315
0,32,ess,-2.1505978107452393
0,33,ess,-1.1309175491333008
0,34,ess,-0.15609769523143768
0,35,ess,-0.10584629327058792
0,36,ess,-0.48469096422195435
0,37,ess,-0.5439332723617554
0,38,ess,-1.4765127897262573
0,39,ess,-1.7754863500595093
0,40,ess,-0.10178549587726593
0,41,ess,-0.025779709219932556
0,42,ess,-1.4757248163223267
0,43,ess,-1.5040063858032227
0,44,ess,-0.3931037187576294
0,45,ess,-0.12820346653461456
0,46,ess,-0.08791293948888779
0,47,ess,-0.1624150574207306
0,48,ess,-0.07336033880710602
0,49,ess,-0.33481982350349426
1,0,gradient_ascent,-11301.1015625
1,1,gradient_ascent,-8174.22802734375
1,2,gradient_ascent,-5570.32763671875
1,3,gradient_ascent,-3491.716064453125
1,4,gradient_ascent,-1929.83349609375
1,5,gradient_ascent,-861.063720703125
1,6,gradient_ascent,-242.3897247314453
1,7,gradient_ascent,-8.286739349365234
1,8,gradient_ascent,-71.14956665039062
1,9,gradient_ascent,-327.52459716796875
1,10,gradient_ascent,-670.5225830078125
1,11,gradient_ascent,-1005.2852783203125
1,12,gradient_ascent,-1261.9417724609375
1,13,gradient_ascent,-1401.6309814453125
1,14,gradient_ascent,-1414.96728515625
1,15,gradient_ascent,-1315.484375
1,16,gradient_ascent,-1131.3175048828125
1,17,gradient_ascent,-897.3905639648438
1,18,gradient_ascent,-649.107421875
1,19,gradient_ascent,-417.7005310058594
1,20,gradient_ascent,-227.10086059570312
1,21,gradient_ascent,-92.13536071777344
1,22,gradient_ascent,-17.95940589904785
1,23,gradient_ascent,-0.6638559699058533
1,24,gradient_ascent,-28.974178314208984
1,25,gradient_ascent,-86.82386016845703
1,26,gradient_ascent,-156.4112091064453
1,27,gradient_ascent,-221.2188720703125
1,28,gradient_ascent,-268.4622802734375
1,29,gradient_ascent,-290.584228515625
1,30,gradient_ascent,-285.6484680175781
1,31,gradient_ascent,-256.7248840332031
1,32,gradient_ascent,-210.55477905273438
1,33,gradient_ascent,-155.83409118652344
1,34,gradient_ascent,-101.4583740234375
1,35,gradient_ascent,-55.00815200805664
1,36,gradient_ascent,-21.66901397705078
1,37,gradient_ascent,-3.6946005821228027
1,38,gradient_ascent,-0.4319266974925995
1,39,gradient_ascent,-8.84203815460205
1,40,gradient_ascent,-24.37401008605957
1,41,gradient_ascent,-41.998355865478516
1,42,gradient_ascent,-57.19175338745117
1,43,gradient_ascent,-66.69415283203125
1,44,gradient_ascent,-68.92076873779297
1,45,gradient_ascent,-63.99761962890625
1,46,gradient_ascent,-53.46607208251953
1,47,gradient_ascent,-39.76034164428711
1,48,gradient_ascent,-25.59214973449707
1,49,gradient_ascent,-13.37307357788086
1,0,ess,-2097.275390625
1,1,ess,-1553.3455810546875
1,2,ess,-464.7173767089844
1,3,ess,-129.81883239746094
1,4,ess,-59.93946075439453
1,5,ess,-46.276363372802734
1,6,ess,-32.53094482421875
1,7,ess,-18.618654251098633
1,8,ess,-4.525552272796631
1,9,ess,-3.792452573776245
1,10,ess,-0.3063846230506897
1,11,ess,-0.011662721633911133
1,12,ess,-0.2777053117752075
1,13,ess,-0.08842038363218307
1,14,ess,-0.09488197416067123
1,15,ess,-0.23236295580863953
1,16,ess,-1.9014456272125244
1,17,ess,-1.0515198707580566
1,18,ess,-1.1038767099380493
1,19,ess,-1.1282659769058228
1,20,ess,-0.22933146357536316
1,21,ess,-2.0179333686828613
1,22,ess,-2.6716105937957764
1,23,ess,-0.0013055801391601562
1,24,ess,-0.7503610253334045
1,25,ess,-0.8105796575546265
1,26,ess,-2.9855380058288574
1,27,ess,-0.6982431411743164
1,28,ess,-0.3559993505477905
1,29,ess,-0.447870671749115
1,30,ess,-0.15948283672332764
1,31,ess,-2.6672229766845703
1,32,ess,-0.0019500115886330605
1,33,ess,-0.33429908752441406
1,34,ess,-0.19230519235134125
1,35,ess,-0.0167133416980505
1,36,ess,-0.2504427134990692
1,37,ess,-0.11364735662937164
1,38,ess,-0.18242841958999634
1,39,ess,-0.2322894036769867
1,40,ess,-0.4444308876991272
1,41,ess,-0.9323152303695679
1,42,ess,-0.47390016913414
1,43,ess,-0.7969068288803101
1,44,ess,-0.6927585005760193
1,45,ess,-0.363319993019104
1,46,ess,-0.5897970795631409
1,47,ess,-1.787726879119873
1,48,ess,-1.4438221454620361
1,49,ess,-0.12206672877073288
2,0,gradient_ascent,-6003.69580078125
2,1,gradient_ascent,-3793.120849609375
2,2,gradient_ascent,-2105.897705078125
2,3,gradient_ascent,-936.8871459960938
2,4,gradient_ascent,-257.9063720703125
2,5,gradient_ascent,-7.105198860168457
2,6,gradient_ascent,-82.24247741699219
2,7,gradient_ascent,-347.7094421386719
2,8,gradient_ascent,-661.2175903320312
